Source_NAME,Activity,Activity Description
Wasaga Beach,Hiking,"The dunes area of Wasaga Beach Provincial Park offers 30 km of trails. As you enter the trail system you will be passing through an area known as the raised beaches. These are the remnants of a glacial lake that covered the Wasaga Beach area close to 10,000 years ago. As you continue along the trail you will see hills that are the beginning of the foredunes. These are the largest and least disturbed set of parabolic sand dunes in Ontario. Approximately 700 different types of plants and 230 species of birds can be seen in this fragile dune area. Recent improvements to hiking in the Wasaga Beach area include 17 kilometres of the Ganaraska Trail which travel through the dunes area."
Wasaga Beach,Natural Heritage Education,"Park naturalists and historians at Wasaga Beach Provincial Park deliver educational programs that highlight the rich natural and cultural heritage of the park throughout the spring, summer, and fall. All of the programs offered are family oriented and include spirit nights, campfires, children’s programs and guided nature hikes. Please note that children must be accompanied by an adult."
Wasaga Beach,Swimming,"Wasaga’s 14 kilometer long beach draws thousands of visitors each summer. Families enjoy safe swimming in the warm, shallow waters and playing on the wide sandy beach. The park is divided into eight beach areas each with its own parking lot."
Wasaga Beach,Winter Activities,"Cross Country Skiing/Snowshoeing
Wasaga Beach offers some of the most exciting nordic ski terrain (link to trail map) in Central Ontario with over 30 kilometres of groomed trails. Expert skiers can challenge themselves on the High Dunes Trail while beginner skiers can choose the more leisurely Blueberry Trail. The Wasaga Trail Centre offers modern equipment rentals, light refreshments, and warm-up and outback ski shelters to warm up a lunch on a crisp winter day. Quiet skiers will be rewarded with wildlife viewing as White-tailed Deer and winter birds are abundant. Check the Ontario Parks Ski Report or call the Wasaga Trail Centre at (705)429-0943 for trail conditions, rental and ski rates and general winter program information. 
Snowshoe rentals and a 10 kilometre snowshoe trail are also available."
Wheatley,Biking,Wheatley does not have any dedicated bicycle trails but roads throughout the park are easily cycled. The park is an excellent stopping point during a cycle tour along the north shore of Lake Erie.
Wheatley,Birding,"Wheatley Provincial Park is located on a major migratory bird route and therefore provides excellent bird watching opportunities. During spring and fall migrations you can view a variety of warblers, hawks, thrushes and flycatchers. Or watch herons and egrets wade in the shallows of creeks that wind their way through the park."
Wheatley,Canoeing,"Wheatley is the site of a secluded coastal estuary, where a tangle of creeks flows through a southern style Carolinian forest. Paddle two loops through Boosey Creek to Sugar Creek; approximately 3.2 km."
Wheatley,Fishing,Boosey Creek and Sugar Creek provide great opportunities for fishing. Kids love to dip their lines and see what they can catch. The park participates in the Ontario Federation of Anglers and Hunters (OFAH) Tackleshare program where you can borrow a fully rigged rod and reel. What a great way to introduce them to fishing!
Wheatley,Hiking,"Two hiking trails are located in the park. One along the landlocked creek system and the other winds through a mature Carolinian forest of oak, hickory, Tulip, Sassafras, chestnut and Black Gum trees."
Wheatley,Swimming,There is approximately 1.6 km of sandy beach along the stretch of our day-use area. There are no specific changing facilities although there is a comfort station and vault toilets. Swimming areas are not marked with buoys and you will find water to be deep in some areas.
White Lake,Biking,"Visitors can cycle on all the park roads. There are no designated bicycle trails but there are opportunities adjacent to the park. White Lake rents adult mountain bikes, (helmets are not provided). Note. Cycling is not allowed on any of the trails within the park."
White Lake,Birding,"Spring migrants pass through the park, including warblers, thrushes, shorebirds, loons and kestrels. During the summer season many varieties of songbirds, ducks, Great Blue Herons, eagles, kingfishers and warblers can be found nesting in the park’s expanse of boreal forest."
White Lake,Boating,"White Lake is a very large lake and motorboats are an ideal way to explore it. The lake is nearly 20 km (7- 10 miles) long. The many bays at the north end of the lake are an ideal location to fish, especially if you have a large boat. The south end is narrower and suitable for smaller boats, water skiing and canoeing. Power boats are not allowed on Deer Lake or Clearwater Lake."
White Lake,Canoeing,Park visitors can paddle and explore the bays and marshes of White Lake or enjoy a leisurely paddle on Deer Lake or Clearwater Lakes located within the park boundary. There are some short overnight canoe trips in the local area. Canoes are available for rent at the park.
White Lake,Fishing,"White Lake offers good fishing opportunities. The main species that attract anglers are Walleye, Northern Pike, Lake Whitefish and Yellow Perch. Deer Lake also has small populations of Northern Pike and Walleye. Clearwater Lake is occasionally stocked with Brook Trout."
White Lake,Hiking,"Deer Lake Trail: 2.5 km (1-1.5 hours) with a shorter 1.5km loop, easy. 
Take this self-guided trail to birdwatch, enjoy the sunset and see nature’s greatest engineer, the beaver, at work. The Deer Lake Trail provides ample opportunities for viewing birds and wetland wildlife as it winds through the boreal forest skirting the shores of Deer Lake and a beaver marsh. Located near the Deer Lake trailhead is a viewing platform which is great place to view a sunset, cast a line or just watch nature at its best."
White Lake,Natural Heritage Education,"Park naturalists offer guided hikes, guest speakers, audio-visual presentations and campfire programs throughout the summer. Learn all about the boreal forest, local logging history, the fur trade, First Nations and the rich cultural history of the area."
White Lake,Swimming,"There are two beaches for swimming. The main beach is located in the day-use area and the second beach is located in Sundew Campground. Both beaches are marked with swimming area buoys and have gradual drop-offs. The day-use beach is approximately 200 m of fine sand. With warm, shallow waters it is ideal for family swimming and water sports. Please note there are no lifeguards posted at the beaches and pets are not permitted in the swimming area. Alcohol is prohibited in the day-use area."
White Lake,Winter Activities,"The park gate is closed, but visitors can ski or snowshoe at their leisure if they want to enjoy a winter wonderland."
Windy Lake,Boating,Windy Lake is a popular boating destination in the Sudbury Area. Windy Lake has a large easily accessible boat launch.
Windy Lake,Canoeing,"Windy Lake is a popular boating destination in the Sudbury Area. Windy Lake Provincial Park offers canoe rentals which include paddles, lifejackets and safety equipment."
Windy Lake,Fishing,"Windy Lake has excellent Lake Trout, Walleye, Northern Pike and Smallmouth Bass fishing."
Windy Lake,Hiking,"The Transition Hiking Trail 3 km, 1 hour, easy"
Windy Lake,Swimming,Windy Lake is a recreational haven and one of the most popular recreational beach areas in the entire Sudbury region. The park’s sandy beaches total more than 1.5 km of Windy Lake shoreline. There is no better place to relax or picnic with your friends and family. A large buoyed swimming area provides the ideal place for kids to splash and play with the rolling green hills serving as the perfect backdrop for photos.
